ID;Age;Exp;RMM;F;DM;Educ;CEL;PP
3963;29;5;31;1;1000;3;Non;Non
3964;58;32;38;3;2200;3;Non;Non
3965;43;18;78;4;1900;3;Non;Non
3966;39;15;94;2;1900;1;Non;Non
3967;33;7;84;1;2900;3;Non;Non
3968;40;15;22;1;600;3;Non;Non
3969;28;3;78;4;200;1;Non;Non
3970;38;11;75;3;2330;2;Non;Non
3971;65;40;71;3;2200;1;Non;Non
3972;35;11;24;1;500;3;Non;Non
3973;29;5;112;2;4330;1;Non;Non
3974;61;35;53;1;2800;2;Non;Non
3975;46;21;41;1;500;3;Non;Non
3976;50;23;25;1;500;2;Non;Non
3977;60;33;42;4;2500;2;Non;Non
3978;54;27;51;3;1000;2;Oui;Non
3979;43;18;19;2;300;2;Non;Non
3981;46;22;89;4;1400;2;Non;Non
3982;64;39;22;3;500;1;Oui;Non
3983;24;0;119;1;1500;1;Non;Non
3984;39;13;93;4;3600;3;Non;Oui
3985;34;8;18;4;300;1;Non;Non
3986;65;40;32;1;1100;3;Non;Non
3987;38;14;182;3;2600;3;Oui;Oui
3988;62;36;19;2;200;3;Non;Non
3989;59;35;85;1;3400;3;Oui;Oui
3990;49;25;90;4;1400;2;Non;Non
3991;57;32;59;2;3700;1;Non;Non
3992;64;38;84;1;2000;1;Non;Non
3993;47;22;95;2;3900;2;Non;Oui
3994;30;6;13;3;900;3;Non;Non
3995;42;18;88;4;800;1;Non;Non
3996;53;28;34;2;600;3;Non;Non
3997;50;24;11;4;600;3;Non;Non
3998;62;38;80;4;1700;2;Non;Non
3999;34;10;41;1;1330;1;Non;Non
4000;47;21;90;2;800;3;Non;Non
4001;62;37;93;3;3000;3;Oui;Oui
4002;61;35;81;4;1900;2;Non;Non
4003;59;34;60;2;2800;1;Non;Non
4004;47;21;39;3;600;2;Non;Non
4005;65;39;22;3;700;2;Non;Non
4006;56;32;32;2;800;1;Non;Non
4007;56;32;28;1;1200;3;Non;Non
4008;31;7;35;2;1000;2;Non;Non
4009;61;31;154;3;7500;3;Oui;Oui
4010;42;18;189;2;7600;1;Non;Non
4011;44;19;40;4;1900;3;Non;Non
4012;47;21;88;2;1700;2;Non;Non
4013;30;6;124;2;600;1;Non;Non
4014;62;38;23;2;300;3;Non;Non
4015;56;32;23;4;700;1;Non;Non
4016;25;-1;139;2;2000;1;Non;Non
4017;53;28;173;4;2700;1;Non;Oui
4018;26;0;42;4;1300;3;Non;Non
4019;59;35;161;1;2900;1;Non;Non
4020;62;36;28;3;700;2;Non;Non
4021;58;32;191;4;5200;3;Non;Oui
4022;40;14;42;2;300;1;Non;Non
4023;35;5;81;4;4000;3;Non;Non
4024;51;25;175;3;700;1;Non;Oui
4025;41;15;82;3;100;1;Non;Non
4026;51;27;53;1;1800;3;Non;Non
4027;27;1;142;3;5500;1;Non;Oui
4028;46;21;42;4;1900;3;Non;Non
4029;46;20;64;4;2900;1;Non;Non
4030;31;5;90;2;1300;1;Non;Non
4031;58;32;44;1;800;2;Non;Non
4032;42;18;29;1;300;3;Non;Non
4033;59;35;93;2;1600;1;Non;Non
4034;54;24;69;3;1400;3;Non;Non
4035;35;11;82;2;1700;2;Non;Non
4036;34;9;180;2;6500;3;Oui;Oui
4037;46;21;13;2;700;3;Non;Non
4039;55;30;54;3;1700;1;Non;Non
4040;34;9;104;1;4600;1;Non;Non
4041;57;32;44;2;1900;2;Non;Non
4042;45;19;40;1;200;1;Oui;Non
4043;29;3;190;2;4500;1;Non;Non
4044;49;23;64;4;2600;1;Non;Non
4045;36;11;9;2;300;2;Non;Non
4046;57;31;38;4;700;2;Non;Non
4047;25;0;72;3;2600;3;Non;Non
4048;43;17;82;1;5200;1;Non;Non
4049;27;2;48;2;1600;3;Non;Non
4050;54;28;82;4;2600;3;Non;Non
4051;53;26;14;2;1000;2;Non;Non
4052;55;29;162;1;2900;1;Non;Non
4053;43;19;54;2;1700;1;Non;Non
4055;59;34;64;4;1700;1;Non;Non
4056;42;18;65;3;2100;3;Non;Non
4057;51;25;113;2;6300;1;Non;Non
4058;57;32;38;2;2100;3;Non;Non
4059;39;15;65;1;1500;3;Non;Non
4060;53;27;39;4;1500;3;Non;Non
4061;31;6;174;2;6700;1;Non;Non
4062;33;3;59;2;1750;3;Non;Non
4063;38;14;43;2;1700;1;Non;Non
4064;47;21;24;2;100;3;Non;Non
4066;44;19;68;1;3700;3;Non;Non
4067;61;37;61;3;2000;3;Non;Non
4068;52;28;21;4;500;2;Non;Non
4069;59;34;21;2;500;2;Non;Non
4070;56;32;31;4;1300;1;Non;Non
4071;58;33;70;4;700;1;Non;Non
4072;30;6;25;3;1000;2;Non;Non
4073;42;17;78;1;1000;3;Non;Non
4074;51;27;19;1;200;1;Non;Non
4075;60;35;23;1;300;3;Non;Non
4076;30;4;40;4;800;1;Non;Non
4077;49;23;22;1;300;3;Non;Non
4078;26;0;71;4;1800;2;Non;Non
4079;36;12;58;1;3600;2;Non;Non
4080;65;40;75;3;2200;1;Non;Non
4081;27;0;40;1;2000;2;Non;Non
4082;60;35;155;1;1500;3;Non;Oui
4083;32;6;83;4;2200;2;Non;Non
4084;46;20;99;3;1100;1;Non;Non
4086;28;2;53;3;2400;2;Non;Non
4087;50;26;11;4;200;1;Non;Non
4088;52;28;179;4;4200;3;Non;Oui
4089;29;-1;71;2;1750;3;Non;Non
4090;30;4;85;4;2100;3;Non;Non
4091;42;18;49;3;2100;3;Non;Non
4092;32;6;122;2;1300;1;Non;Non
4093;40;15;171;2;3300;1;Non;Non
4094;49;24;138;2;2200;2;Non;Oui
4095;53;23;8;4;400;3;Non;Non
4096;42;17;59;4;400;1;Non;Non
4097;38;14;49;3;2800;1;Non;Non
4098;60;34;92;2;2000;1;Non;Non
4100;61;35;60;1;2800;2;Non;Non
4101;27;2;41;2;1700;2;Non;Non
4102;45;21;40;3;600;2;Non;Non
4103;41;16;81;2;400;1;Non;Non
4104;44;20;52;1;800;3;Non;Non
4105;38;14;25;4;1000;1;Non;Non
4106;39;15;139;1;3400;1;Non;Non
4107;48;22;54;1;1200;2;Non;Non
4108;47;22;81;1;2900;1;Non;Non
4109;64;39;73;3;2200;1;Non;Non
4110;27;0;30;4;1000;3;Non;Non
4111;66;41;59;3;2400;1;Non;Non
4112;43;17;21;3;1500;1;Non;Non
4113;34;9;65;3;700;2;Non;Non
4114;28;2;41;3;1100;2;Non;Non
4115;52;28;52;4;100;3;Non;Non
4116;45;20;84;4;1100;2;Non;Non
4117;24;-2;135;2;7200;1;Non;Non
4118;39;14;18;4;200;3;Non;Non
4119;40;16;34;1;700;1;Non;Non
4120;30;5;85;4;1800;3;Non;Non
4121;49;23;23;1;1400;3;Non;Non
4122;53;27;65;4;2800;2;Non;Non
4123;56;30;195;1;2900;1;Non;Non
4124;50;24;40;4;2600;1;Non;Non
4125;53;29;141;2;200;3;Non;Oui
4126;60;34;95;2;700;2;Non;Non
4127;58;33;23;3;1300;2;Non;Non
4128;43;19;82;2;1800;2;Non;Non
4129;46;21;53;4;1900;3;Non;Non
4130;29;3;10;4;400;1;Non;Non
4131;56;30;75;1;1900;2;Non;Non
4132;48;23;23;4;400;2;Non;Non
4133;61;36;133;1;2600;1;Non;Non
4134;41;17;129;1;3400;1;Non;Non
4135;35;11;85;4;100;2;Non;Non
4136;48;23;168;2;2800;1;Non;Non
4137;43;19;83;4;2000;3;Non;Non
4138;37;12;52;2;1100;2;Non;Non
4139;47;22;114;1;600;1;Oui;Non
4140;29;3;81;1;2900;3;Non;Non
4141;63;38;32;1;1500;2;Non;Non
4142;43;19;63;3;2100;3;Non;Non
4143;57;32;70;3;1600;3;Non;Non
4144;55;31;20;2;300;1;Non;Non
4145;47;23;138;2;3300;1;Non;Non
4146;58;34;63;4;1600;2;Non;Non
4147;53;28;85;1;1300;3;Non;Non
4148;59;35;180;2;6500;2;Oui;Oui
4149;46;22;80;4;2000;3;Non;Non
4150;41;15;53;1;700;3;Non;Non
4151;46;20;72;2;1700;2;Non;Non
4152;44;18;123;3;5900;1;Oui;Oui
4153;44;18;91;2;800;3;Non;Non
4154;50;26;148;2;6800;1;Non;Non
4155;51;25;163;2;1300;3;Non;Oui
4156;55;30;28;4;100;3;Non;Non
4157;37;12;193;1;8600;1;Non;Non
4158;34;10;22;3;900;3;Non;Non
4159;59;34;74;4;700;1;Non;Non
4160;45;20;70;4;1900;3;Non;Non
4161;30;4;11;1;100;2;Non;Non
4162;32;8;61;3;2600;2;Non;Non
4163;61;37;41;1;800;1;Non;Non
4164;54;28;108;4;1900;2;Non;Oui
4165;35;10;23;4;1100;3;Non;Non
4166;63;38;135;2;3800;3;Non;Oui
4167;66;40;30;2;700;3;Non;Non
4168;48;24;144;4;3500;2;Non;Oui
4169;60;34;139;4;400;1;Non;Oui
4170;41;17;143;2;2700;3;Non;Oui
4171;31;7;44;1;1200;1;Non;Non
4172;58;31;49;4;2500;2;Non;Non
4173;67;42;75;4;100;2;Non;Non
4174;35;9;43;2;300;1;Non;Non
4175;40;14;59;3;500;3;Non;Non
4176;42;17;154;3;4900;1;Oui;Oui
4177;44;18;75;1;700;3;Non;Non
4178;47;23;75;1;2600;2;Non;Non
4179;59;35;88;2;1600;1;Non;Non
4180;29;3;91;1;3400;3;Non;Oui
4181;36;6;11;1;670;3;Oui;Non
4182;47;22;22;1;400;3;Non;Non
4183;55;29;49;2;800;3;Non;Non
4184;41;17;140;1;3500;1;Non;Non
4185;51;25;99;2;2400;2;Non;Non
4186;26;2;82;2;2500;1;Non;Non
4187;33;9;10;4;1000;1;Non;Non
4188;30;5;109;4;2200;2;Non;Non
4189;30;4;45;4;1300;3;Non;Non
4190;45;19;93;2;1700;2;Non;Non
4191;40;16;89;3;3900;2;Oui;Oui
4192;42;15;39;3;1000;2;Non;Non
4193;50;26;21;1;200;1;Non;Non
4194;62;37;31;3;200;1;Non;Non
4195;63;37;31;1;500;3;Non;Non
4196;43;19;52;4;2200;2;Non;Non
4197;49;25;13;1;900;3;Non;Non
4198;51;25;21;2;400;3;Non;Non
4199;61;36;50;4;1700;1;Non;Non
4200;43;19;81;4;200;3;Non;Non
4201;43;19;74;4;1900;1;Non;Non
4202;61;36;89;3;500;1;Non;Non
4203;35;9;82;3;900;2;Non;Non
4204;59;33;88;4;1900;2;Non;Non
4205;40;16;61;3;2100;3;Non;Non
4206;61;36;139;2;3900;1;Non;Non
4207;48;23;29;1;1300;2;Non;Non
4208;37;11;51;3;2100;1;Non;Non
4209;56;32;58;1;1800;3;Non;Non
4210;35;9;21;2;1400;3;Non;Non
4211;35;8;43;2;1670;2;Non;Non
4212;40;16;104;2;1800;2;Non;Non
4213;50;23;9;1;500;2;Non;Non
4214;49;25;39;3;1900;2;Non;Non
4215;46;22;89;1;2700;1;Oui;Non
4216;64;40;21;2;300;3;Non;Non
4217;60;35;173;3;3100;3;Non;Oui
4218;45;21;29;1;300;3;Non;Non
4219;52;27;43;4;200;2;Non;Non
4220;58;34;30;3;400;2;Non;Non
4221;54;30;39;4;100;3;Non;Non
4222;48;22;83;2;400;3;Non;Non
4223;51;25;58;3;700;2;Non;Non
4224;53;26;8;1;500;2;Non;Non
4225;57;27;39;3;1000;3;Non;Non
4226;43;18;204;2;8800;1;Non;Non
4227;37;13;45;1;1800;1;Non;Non
4228;32;7;111;1;3800;1;Non;Non
4229;34;10;83;2;2000;2;Non;Non
4230;54;24;83;1;3000;3;Non;Non
4231;62;36;115;2;2800;1;Non;Non
4232;56;32;60;1;1800;3;Non;Non
4233;39;15;53;1;1800;1;Non;Non
4234;32;7;134;2;3300;1;Non;Non
4235;50;24;91;1;800;3;Non;Non
4236;27;1;91;2;200;1;Non;Non
4237;37;12;128;2;3900;1;Non;Non
4238;60;34;78;3;4400;1;Non;Non
4239;43;19;161;2;7600;1;Non;Non
4240;62;36;60;3;2200;3;Non;Non
4241;39;14;161;1;4100;1;Non;Non
4242;34;9;40;4;2000;2;Non;Non
4243;46;21;68;1;200;2;Non;Non
4244;46;22;74;3;700;1;Non;Non
4245;51;26;55;3;2000;2;Non;Non
4246;44;20;145;1;3500;1;Non;Non
4247;60;35;24;1;1500;2;Non;Non
4248;65;39;10;1;800;2;Non;Non
4249;58;33;138;2;3900;1;Non;Non
4250;37;12;63;4;2100;3;Non;Non
4251;52;28;54;4;100;3;Non;Non
4252;42;16;62;3;900;3;Non;Non
4253;54;29;81;1;100;3;Non;Non
4254;54;28;61;3;3000;2;Non;Non
4255;51;27;68;1;1600;3;Non;Non
4256;59;35;78;2;2800;1;Non;Non
4257;41;17;165;2;7600;1;Non;Non
4258;43;17;48;3;2200;2;Non;Non
4259;52;26;155;3;7200;2;Non;Oui
4260;52;26;158;2;3700;3;Non;Oui
4261;57;31;52;1;1400;1;Non;Non
4262;53;28;18;4;800;1;Non;Non
4263;58;33;42;4;1700;1;Non;Non
4264;59;33;18;2;200;3;Non;Non
4265;57;31;40;2;300;1;Oui;Non
4266;27;2;44;4;600;2;Oui;Non
4267;42;16;11;1;200;1;Non;Non
4268;52;26;194;2;5700;2;Non;Oui
4269;49;23;108;2;2400;2;Non;Non
4270;47;23;12;4;500;2;Non;Non
4271;45;19;19;3;1500;1;Non;Non
4272;25;1;150;1;6330;1;Non;Non
4273;47;22;89;4;1900;3;Non;Non
4274;44;19;83;2;3800;3;Non;Non
4275;30;3;79;4;2000;2;Non;Non
4276;63;38;102;4;3400;2;Non;Non
4277;50;24;155;1;7300;1;Non;Non
4278;40;16;138;1;3500;1;Non;Non
4279;56;31;51;3;1700;1;Non;Non
4280;39;15;80;2;1800;2;Non;Non
4281;42;18;135;2;3300;1;Oui;Non
4282;28;1;34;4;1500;2;Non;Non
4283;26;0;195;3;6330;3;Oui;Oui
4284;58;32;62;3;2200;3;Oui;Non
4285;38;13;173;2;3300;1;Non;Non
4286;23;-3;149;2;7200;1;Non;Non
4287;53;29;20;1;200;1;Non;Non
4288;54;28;42;4;2500;1;Non;Non
4289;42;17;28;1;600;3;Non;Non
4290;54;28;95;1;1900;2;Non;Non
4292;46;21;34;1;100;1;Non;Non
4293;63;37;191;2;4300;3;Non;Oui
4294;63;38;41;2;1500;1;Non;Non
4295;58;34;150;1;7400;1;Non;Non
4297;35;9;84;4;2200;2;Non;Non
4298;33;9;73;4;3400;1;Non;Non
4299;43;19;122;1;300;1;Non;Non
4300;30;5;73;1;2600;2;Non;Non
4301;61;37;20;2;300;3;Non;Non
4302;49;24;130;4;1100;1;Oui;Oui
4303;52;27;85;3;3400;3;Non;Oui
4304;45;21;134;2;3300;1;Non;Non
4305;64;39;98;3;1800;2;Non;Non
4306;26;1;54;2;1600;3;Non;Non
4307;35;11;41;3;2000;1;Non;Non
4308;45;19;128;4;6000;3;Non;Oui
4309;44;20;132;3;2600;1;Non;Oui
4310;34;8;188;1;2900;3;Non;Oui
4311;65;41;170;4;6100;2;Oui;Oui
4312;32;8;14;3;900;3;Non;Non
4313;41;15;93;1;2800;3;Non;Non
4314;52;28;79;1;2700;2;Non;Non
4315;35;9;79;4;2200;2;Non;Non
4316;51;26;62;4;1800;3;Non;Non
4317;30;6;95;2;200;1;Non;Non
4318;58;33;60;4;1300;3;Non;Non
4319;49;23;75;1;1500;2;Non;Non
4320;63;38;85;4;100;2;Non;Non
4321;40;15;143;1;4100;1;Non;Non
4322;27;0;34;1;2000;2;Non;Non
4323;38;14;44;2;1700;1;Non;Non
4324;52;28;31;4;900;2;Non;Non
4325;49;24;13;4;800;1;Non;Non
4326;59;35;52;4;1500;1;Non;Non
4327;32;8;42;1;200;3;Non;Non
4328;30;4;102;4;2100;3;Non;Non
4329;64;38;143;2;6400;3;Oui;Oui
4330;59;33;10;4;700;3;Non;Non
4331;62;37;44;1;1100;3;Non;Non
4332;61;37;158;2;6000;1;Oui;Non
4333;53;26;12;2;1000;2;Non;Non
4334;51;26;59;1;1200;1;Non;Non
4335;55;29;92;1;1900;2;Non;Non
4336;36;10;82;2;2800;1;Non;Non
4338;26;2;182;2;3200;2;Non;Oui
4339;54;30;121;2;400;1;Non;Non
4340;35;11;38;1;1700;1;Non;Non
4341;34;10;92;2;2700;1;Oui;Non
4342;28;3;53;2;1600;3;Non;Non
4343;32;7;45;3;2300;1;Non;Non
4344;38;14;63;1;3600;2;Non;Non
4345;53;28;181;1;8100;1;Non;Non
4346;26;1;184;2;4200;3;Oui;Oui
4347;45;21;33;3;500;1;Oui;Non
4348;58;33;22;3;200;1;Non;Non
4349;59;33;99;2;2700;1;Non;Non
4350;45;18;44;3;1000;2;Non;Non
4351;64;39;101;4;3400;2;Non;Non
4352;30;3;32;1;2000;2;Non;Non
4353;40;16;59;4;2670;1;Non;Non
4354;61;36;25;2;500;2;Non;Non
4355;40;16;140;3;5600;1;Non;Oui
4356;40;10;29;1;750;3;Non;Non
4357;43;19;35;1;700;1;Non;Non
4358;39;14;141;4;6300;1;Oui;Oui
4359;35;11;75;4;2000;3;Non;Non
4360;38;12;58;2;2800;1;Non;Non
4361;67;43;41;2;1100;1;Non;Non
4362;55;30;42;2;2000;2;Non;Non
4363;28;2;55;3;1100;2;Non;Non
4364;30;4;18;4;300;2;Non;Non
4365;59;35;75;4;2300;3;Non;Non
4366;26;2;85;2;2500;1;Non;Non
4367;52;28;43;4;1100;2;Non;Non
4368;40;15;149;2;3900;1;Non;Non
4369;31;7;25;2;1000;2;Oui;Non
4370;50;25;19;4;400;2;Non;Non
4371;27;3;18;1;400;3;Non;Non
4372;64;39;13;4;600;2;Non;Non
4373;34;10;41;1;2400;2;Non;Non
4374;30;6;139;1;4300;1;Non;Non
4375;39;15;62;3;2330;1;Oui;Non
4376;34;10;51;3;2000;1;Non;Non
4377;40;15;71;3;3000;1;Non;Non
4378;33;8;145;1;2700;3;Non;Oui
4379;38;12;45;4;1200;2;Non;Non
4380;42;17;53;4;1900;3;Non;Non
4381;37;13;64;1;1500;3;Non;Non
4382;33;8;39;4;800;1;Non;Non
4383;60;34;38;3;2200;3;Non;Non
4384;28;4;85;3;2500;1;Non;Non
4385;45;20;61;3;2700;2;Non;Non
4386;56;32;23;1;1200;3;Non;Non
4387;53;27;122;1;2400;1;Non;Non
4388;37;12;72;4;700;3;Non;Non
4389;47;21;123;1;7300;1;Non;Non
4390;58;32;40;1;1600;1;Oui;Non
4391;52;26;62;4;2800;2;Non;Non
4392;46;22;113;2;3300;1;Non;Non
4393;52;27;81;4;3800;2;Non;Non
4394;24;0;59;4;1600;1;Non;Non
4395;57;31;25;2;700;2;Non;Non
4396;66;41;25;4;600;2;Non;Non
4397;30;5;14;4;500;3;Non;Non
4398;48;23;19;1;100;1;Non;Non
4399;63;37;61;1;2500;3;Non;Non
4400;48;23;21;1;100;1;Non;Non
4401;34;10;44;1;1330;1;Non;Non
4402;60;35;42;3;1500;1;Non;Non
4403;55;25;52;1;1400;3;Non;Non
4405;29;5;34;1;400;3;Non;Non
4406;61;35;83;2;1700;3;Non;Non
4407;50;25;24;4;400;2;Non;Non
4408;37;13;71;2;1700;2;Non;Non
4409;64;40;181;2;2300;2;Oui;Oui
4410;43;19;75;4;200;3;Non;Non
4411;39;14;153;2;3000;1;Non;Non
4412;23;-2;75;2;1800;2;Non;Non
4413;34;10;19;4;400;2;Non;Non
4414;29;2;31;4;1500;2;Non;Non
4415;33;8;178;3;8500;1;Oui;Oui
4416;60;35;65;2;1500;1;Non;Non
4417;49;25;8;1;300;1;Non;Non
4418;54;28;92;2;1100;1;Non;Non
4419;59;34;145;4;1800;1;Non;Oui
4420;42;17;85;1;3700;3;Non;Non
4421;62;38;149;1;4700;1;Non;Non
4422;63;38;9;4;600;2;Non;Non
4423;57;31;164;2;3800;3;Oui;Oui
4424;61;36;40;3;500;2;Non;Non
4425;35;10;54;1;2500;3;Non;Non
4426;26;0;164;2;4000;3;Non;Oui
4427;33;8;140;1;4600;1;Non;Non
4428;31;7;18;1;400;3;Non;Non
4429;51;27;12;4;1000;1;Non;Non
4430;55;29;140;2;2700;1;Non;Non
4431;38;12;24;2;800;3;Non;Non
4432;38;12;60;2;1800;1;Non;Non
4433;53;27;50;2;800;3;Non;Non
4434;62;38;44;1;1900;2;Non;Non
4435;35;9;51;4;2200;2;Non;Non
4436;46;21;34;2;1300;1;Non;Non
4437;60;35;33;2;500;2;Non;Non
4438;63;38;63;2;1500;1;Non;Non
4440;33;7;104;2;3600;3;Non;Oui
4441;43;19;75;3;300;3;Non;Non
4442;62;36;75;2;1700;3;Non;Non
4443;48;23;62;4;3600;3;Non;Non
4444;38;14;48;1;1800;1;Non;Non
4445;36;10;73;2;2800;1;Non;Non
4446;49;25;135;2;1400;1;Non;Non
4447;61;35;61;3;2200;3;Non;Non
4448;49;22;78;3;2000;2;Non;Non
4449;59;34;40;3;900;3;Non;Non
4450;30;6;44;1;200;3;Non;Non
4451;44;20;45;2;2500;1;Non;Non
4452;67;41;18;2;400;1;Non;Non
4453;59;35;53;4;2300;3;Non;Non
4454;37;11;11;3;100;2;Non;Non
4455;50;24;38;3;600;2;Non;Non
4456;56;31;28;1;1500;2;Oui;Non
4457;29;3;35;2;300;1;Oui;Non
4458;55;29;81;3;1700;2;Non;Non
4459;48;22;90;2;800;3;Non;Non
4460;32;8;115;1;4000;1;Non;Non
4461;47;22;78;1;200;2;Non;Non
4462;46;21;30;4;1900;3;Non;Non
4463;33;7;39;4;800;1;Non;Non
4464;39;13;69;3;100;1;Non;Non
4465;60;35;29;3;200;1;Non;Non
4466;39;15;54;4;2200;2;Non;Non
4467;34;10;60;3;2800;1;Oui;Non
4468;55;30;99;1;100;3;Non;Non
4469;67;42;51;3;2200;1;Non;Non
4470;40;14;53;3;500;3;Oui;Non
4471;44;20;111;2;5300;2;Non;Oui
4472;56;30;79;3;800;1;Non;Non
4473;50;25;90;1;2800;2;Non;Non
4474;31;5;18;2;300;1;Non;Non
4475;66;41;73;3;2400;1;Non;Non
4476;43;18;59;3;800;3;Non;Non
4477;58;32;40;2;300;1;Non;Non
4478;33;9;41;1;1500;2;Oui;Non
4479;33;9;53;1;2100;3;Non;Non
4480;32;8;128;2;4330;1;Non;Non
4481;55;30;145;2;6000;3;Non;Oui
4482;25;-2;35;4;1000;3;Non;Non
4483;40;14;28;2;800;3;Non;Non
4484;54;28;155;1;1000;1;Non;Non
4485;36;11;195;2;3000;1;Non;Non
4486;35;9;50;4;2200;2;Non;Non
4487;44;19;48;3;800;3;Non;Non
4488;38;14;81;1;3600;2;Non;Non
4489;30;4;50;1;1500;1;Non;Non
4490;39;13;21;3;200;2;Non;Non
4492;41;16;64;4;400;1;Non;Non
4493;56;26;91;1;3000;3;Non;Non
4494;52;28;74;1;2600;2;Non;Non
4495;29;4;182;1;3700;3;Non;Oui
4496;38;14;82;4;2670;1;Non;Non
4497;51;25;45;4;2600;1;Non;Non
4498;45;21;85;2;3200;1;Non;Non
4499;51;26;133;1;600;1;Non;Non
4500;53;26;22;1;500;2;Non;Non
4501;50;26;24;4;500;2;Non;Non
4502;59;33;38;3;2200;3;Oui;Non
4504;45;21;33;3;500;1;Non;Non
4505;27;1;41;4;1800;3;Non;Non
4506;40;15;90;4;1100;2;Non;Non
4507;39;13;89;1;2800;3;Non;Non
4508;26;1;8;2;900;3;Non;Non
4509;27;2;85;1;1900;1;Non;Non
4510;55;30;53;3;1700;1;Non;Non
4511;64;39;20;3;100;3;Non;Non
4512;41;17;9;1;1000;1;Non;Non
4513;46;22;25;4;600;1;Non;Non
4514;43;19;114;1;1700;1;Non;Non
4515;24;-3;41;4;1000;3;Non;Non
4516;29;3;49;4;2100;3;Non;Non
4517;58;32;12;4;700;3;Non;Non
4518;45;18;50;3;2500;2;Non;Non
4519;53;28;30;4;200;2;Non;Non
4520;45;21;32;4;600;1;Non;Non
4521;32;7;41;4;2000;2;Non;Non
4522;56;31;25;3;100;2;Non;Non
4523;31;5;29;1;300;1;Non;Non
4524;29;4;50;4;1700;2;Non;Non
4525;48;24;79;3;700;1;Non;Non
4526;36;11;110;1;3800;1;Non;Non
4527;36;9;40;2;1670;2;Non;Non
4528;41;16;18;1;600;3;Non;Non
4529;48;23;48;1;300;1;Non;Non
4530;27;0;40;4;1000;3;Non;Non
4531;33;9;19;2;1000;2;Non;Non
4532;31;7;35;1;1330;1;Non;Non
4533;48;22;133;2;3100;2;Non;Oui
4534;59;34;19;2;500;2;Non;Non
4535;41;17;83;4;2670;1;Non;Non
4536;42;18;39;3;2100;3;Non;Non
4537;62;37;38;3;500;2;Non;Non
4538;62;36;63;1;2500;3;Non;Non
4539;51;24;85;3;2000;2;Non;Non
4540;48;24;14;4;1000;1;Non;Non
4541;56;32;64;4;1500;1;Non;Non
4542;62;38;124;1;3800;1;Non;Non
4543;53;29;20;1;200;1;Oui;Non
4544;62;38;33;3;100;3;Non;Non
4545;28;4;80;3;2500;1;Non;Non
4546;61;35;35;2;200;3;Non;Non
4547;48;24;74;3;700;1;Non;Non
4548;50;25;32;2;700;2;Non;Non
4549;58;33;73;4;700;1;Non;Non
4550;53;29;41;2;800;1;Non;Non
4551;65;40;18;1;1500;2;Non;Non
4552;27;0;28;4;1500;2;Non;Non
4553;50;23;64;1;2670;2;Non;Non
4554;50;25;44;2;700;2;Non;Non
4555;41;16;109;3;1000;1;Non;Non
4556;43;19;71;3;300;3;Non;Non
4557;55;29;79;2;1100;1;Non;Non
4558;33;9;30;2;1000;2;Non;Non
4559;44;19;82;2;400;1;Non;Non
4560;47;20;101;3;2000;2;Non;Non
4561;43;18;13;2;100;2;Oui;Non
4562;59;33;59;3;1400;3;Non;Non
4563;65;40;64;2;1500;1;Non;Non
4564;28;2;188;2;4500;1;Non;Non
4565;58;32;28;2;300;1;Non;Non
4566;33;8;120;2;4200;3;Non;Oui
4567;24;0;131;1;5400;1;Non;Non
4568;46;20;19;3;500;2;Non;Non
4569;26;0;44;4;1300;3;Non;Non
4570;47;21;49;3;2200;2;Non;Non
4571;32;6;99;2;4500;3;Non;Non
4572;58;28;95;1;3000;3;Non;Non
4573;32;7;81;4;1800;3;Non;Non
4574;46;20;73;2;800;3;Oui;Non
4575;35;11;193;2;6500;1;Non;Non
4576;53;27;115;2;500;3;Non;Oui
4577;55;30;41;2;600;3;Non;Non
4578;63;37;80;2;1700;3;Non;Non
4579;45;20;90;4;1100;2;Non;Non
4580;58;32;41;1;200;1;Non;Non
4581;50;24;102;2;6300;1;Non;Non
4582;37;13;59;1;1500;3;Non;Non
4583;25;-1;69;3;300;3;Non;Non
4584;52;26;83;1;3100;1;Non;Oui
4585;26;0;49;3;2400;2;Non;Non
4586;35;11;180;1;3600;3;Oui;Oui
4587;58;32;61;3;2200;3;Non;Non
4588;37;11;59;4;200;3;Non;Non
4589;35;10;85;4;2100;3;Non;Non
4590;31;7;13;1;500;3;Non;Non
4591;58;34;151;3;600;2;Non;Oui
4592;43;16;44;3;1000;2;Non;Non
4593;43;18;53;3;800;3;Non;Non
4594;54;30;133;1;5000;2;Non;Oui
4595;53;27;31;3;900;3;Non;Non
4596;32;7;101;4;2200;2;Non;Non
4597;37;13;61;3;2800;1;Non;Non
4598;34;10;68;3;2600;2;Non;Non
4599;51;26;21;4;800;1;Non;Non
4600;49;25;149;2;400;1;Non;Non
4601;54;24;75;1;1400;3;Non;Non
4602;37;12;55;1;2500;3;Non;Non
4603;57;32;81;2;3700;1;Non;Non
4604;37;12;179;1;8600;1;Non;Non
4605;32;7;81;2;3400;2;Non;Oui
4606;48;22;42;1;1200;2;Non;Non
4607;44;20;199;2;6670;1;Non;Non
4608;50;23;18;1;500;2;Non;Non
4609;44;19;28;1;300;3;Non;Non
4610;54;28;80;4;2600;3;Non;Non
4611;37;13;79;1;3600;2;Non;Non
4612;34;7;52;2;1000;2;Non;Non
4613;32;6;18;2;300;2;Non;Non
4614;63;38;52;4;1700;1;Non;Non
